Name,Type,Associated APT,Signature
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (inteldrv64 .com)""; dns.query; content:""inteldrv64.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023409; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (inteldrv64 .com)""; dns.query; content:""inteldrv64.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023409; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (advpdxapi .com)""; dns.query; content:""advpdxapi.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023410; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (advpdxapi .com)""; dns.query; content:""advpdxapi.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023410; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (cloudflarecdn .com)""; dns.query; content:""cloudflarecdn.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023411; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (cloudflarecdn .com)""; dns.query; content:""cloudflarecdn.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023411; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (driversupdate .info)""; dns.query; content:""driversupdate.info""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023412; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (driversupdate .info)""; dns.query; content:""driversupdate.info""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023412; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (kenlynton .com)""; dns.query; content:""kenlynton.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023413; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (kenlynton .com)""; dns.query; content:""kenlynton.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023413; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (microsoftdriver .com)""; dns.query; content:""microsoftdriver.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023414; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (microsoftdriver .com)""; dns.query; content:""microsoftdriver.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023414; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (microsofthelpcenter .info)""; dns.query; content:""microsofthelpcenter.info""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023415; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (microsofthelpcenter .info)""; dns.query; content:""microsofthelpcenter.info""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023415; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (nortonupdate .org)""; dns.query; content:""nortonupdate.org""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023416; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (nortonupdate .org)""; dns.query; content:""nortonupdate.org""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023416; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (softwaresupportsv .com)""; dns.query; content:""softwaresupportsv.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023417; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (softwaresupportsv .com)""; dns.query; content:""softwaresupportsv.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023417; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (symantecsupport .org)""; dns.query; content:""symantecsupport.org""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023418; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (symantecsupport .org)""; dns.query; content:""symantecsupport.org""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023418; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (updatecenter .name)""; dns.query; content:""updatecenter.name""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023419; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (updatecenter .name)""; dns.query; content:""updatecenter.name""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023419; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (updatesystems .net)""; dns.query; content:""updatesystems.net""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023420; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (updatesystems .net)""; dns.query; content:""updatesystems.net""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023420; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (updmanager .com)""; dns.query; content:""updmanager.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023421; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (updmanager .com)""; dns.query; content:""updmanager.com""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023421; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (windowsappstore .net)""; dns.query; content:""windowsappstore.net""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023422; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28/Sednit DNS Lookup (windowsappstore .net)""; dns.query; content:""windowsappstore.net""; startswith; nocase; endswith; fast_pattern; reference:url,www.welivesecurity.com/wp-content/uploads/2016/10/eset-sednit-part-2.pdf; classtype:targeted-activity; sid:2023422; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_25, deployment Perimeter, malware_family APT28_Sednit, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""securityprotectingcorp.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023658; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_11_03, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""securityprotectingcorp.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023658; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_11_03, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""microsoftfont.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023666; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_12_09, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""microsoftfont.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023666; rev:6; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_12_09, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice.B DNS Lookup (appexsrv .net)""; dns.query; content:""appexsrv.net""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023344; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_18, deployment Perimeter, malware_family APT28, malware_family DealersChoice_B, performance_impact Low, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice.B DNS Lookup (appexsrv .net)""; dns.query; content:""appexsrv.net""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023344; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, attack_target Client_Endpoint, created_at 2016_10_18, deployment Perimeter, malware_family APT28, malware_family DealersChoice_B, performance_impact Low, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""globalresearching.org""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023659; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_02, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""globalresearching.org""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023659; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_02, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""shcserv.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023660; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_02, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""shcserv.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023660; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_02, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""adobeupgradeflash.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023661; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_02, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""adobeupgradeflash.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platform/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023661; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_02, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""gpufps.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platfor/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023662; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_05, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""gpufps.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platfor/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023662; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_05, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""adobe-flash-updates.org""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platfor/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023663; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_05, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""adobe-flash-updates.org""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platfor/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023663; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_05, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
WEB HIJACK,Malware,APT28,"alert dns $HOME_NET any -> any any (msg:""ET MALWARE APT28 DealersChoice DNS Lookup""; dns.query; content:""versiontask.com""; startswith; nocase; endswith; fast_pattern; reference:url,researchcenter.paloaltonetworks.com/2016/10/unit42-dealerschoice-sofacys-flash-player-exploit-platfor/; reference:url,researchcenter.paloaltonetworks.com/2016/12/unit42-let-ride-sofacy-groups-dealerschoice-attacks-continue/; classtype:targeted-activity; sid:2023664; rev:7; metadata:affected_product Windows_XP_Vista_7_8_10_Server_32_64_Bit, affected_product Mac_OSX, attack_target Client_Endpoint, created_at 2016_12_05, deployment Perimeter, malware_family APT28, signature_severity Major, updated_at 2024_04_13;)"
